공간정보일련번호,관리번호,종류,등급,명칭,상태,도엽명,계획기관,표지상황,위치,위치_비고,측량연도,고시일자,고시번호,기준타원체,종축(x)좌표,횡축(y)좌표,정표고(h),직각좌표계원점
69,20211,공공기준점,4급,CP587,양호,김해,(주)부산도시가스,표시못,부산시 사하구 괴정동 619-8번지 주변, 동아슈퍼 맞은편 주차장 앞 도로경계석과 위치,2014,,,GRS80,277575.427,198847.436,40.603,동부
208,20287,공공기준점,4급,SS05,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,사상교회 교육관(노인학교) 입구 보도경계석 코너 위에 위치,2014,2015-05-29,2015-1033,GRS80,285673.994,198562.278,6.642,동부
209,20288,공공기준점,4급,SS06,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,사상초교 입구 보도경계석 코너 앞에 위치(새주소 : 운산로 65),2014,2015-05-29,2015-1033,GRS80,285671.987,198510.894,5.986,동부
210,20289,공공기준점,4급,SS07,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,금성주물공장 버스정류장 표지판 선상 도로중앙 안전지대 내에 위치,2014,2015-05-29,2015-1033,GRS80,282581.807,197956.188,3.158,동부
211,20290,공공기준점,4급,SS08,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,㈜창영공업금속 맞은편 보도경계석 위에 위치(새주소 : 학장로),2014,2015-05-29,2015-1033,GRS80,282643.17,198012.162,3.052,동부
212,20291,공공기준점,4급,SS09,양호,부산,(주)부산도시가스,동판,부산광역시 사상구,주례럭키아파트 입구 삼거리 중앙선상 횡단보도 중간에 위치 ,2014,2015-05-29,2015-1033,GRS80,283777.015,200341.859,11.934,동부
213,20292,공공기준점,4급,SS10,양호,부산,(주)부산도시가스,동판,부산광역시 사상구,주례럭키아파트 공원 입구 횡단보도 끝지점 화단 앞에 위치,2014,2015-05-29,2015-1033,GRS80,283743.257,200330.545,12.953,동부
214,20293,공공기준점,4급,SS11,양호,부산,(주)부산도시가스,동판,부산광역시 사상구,경동윈츠빌 주차장 입구 삼거리 중앙선상 제수변 앞에 위치 ,2014,2015-05-29,2015-1033,GRS80,283694.576,201278.651,52.201,동부
215,20294,공공기준점,4급,SS12,양호,부산,(주)부산도시가스,동판,부산광역시 사상구,도로사거리 횡단보도 끝라인 위에 위치(새주소 : 진사로),2014,2015-05-29,2015-1033,GRS80,283713.937,201472.876,65.741,동부
216,20295,공공기준점,4급,SH01,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,느티나무 숯불갈비 전용주차장 입구 코너 맨홀 앞에 위치 (새주소 : 동매로 44번길),2014,2015-05-29,2015-1033,GRS80,278566.074,196649.123,2.476,동부
217,20296,공공기준점,4급,SH02,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,스팀세차장 입구 코너에 위치(새주소 : 동매로 49),2014,2015-05-29,2015-1033,GRS80,278572.159,196690.71,2.556,동부
218,20297,공공기준점,4급,SH03,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,무지개자원 입구 사거리 코너 전주 앞에 위치 (새주소 : 다산로 208번길),2014,2015-05-29,2015-1033,GRS80,275026.017,196101.208,3.138,동부
219,20298,공공기준점,4급,SH04,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,낙동강 인테리어 카센타 입구 맞은편 보도경계석 앞에 위치,2014,2015-05-29,2015-1033,GRS80,275046.085,196155.36,8.885,동부
220,20299,공공기준점,4급,SH05,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,모두랑식당 입구 보도경계석 코너에 위치(새주소 : 사리로),2014,2015-05-29,2015-1033,GRS80,278625.598,199879.908,69.966,동부
221,20300,공공기준점,4급,SH06,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,괴정초교 입구 화단경계석 코너에 위치(새주소 : 낙동대로),2014,2015-05-29,2015-1033,GRS80,278503.123,199906.362,65.987,동부
222,20301,공공기준점,4급,SH07,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,도로삼거리 코너 전주앞에 위치 (새주소 : 낙동대로451번 안길30),2014,2015-05-29,2015-1033,GRS80,278718.018,197044.267,3.478,동부
223,20302,공공기준점,4급,SH08,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,도로삼거리 코너 철주 앞에 위치 (새주소 : 괴정로 15번길 22 가옥입구),2014,2015-05-29,2015-1033,GRS80,278677.983,197030.636,2.972,동부
224,20303,공공기준점,4급,SH09,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,한주허브타운 입구 삼거리 중앙선상 빗물받이 옆에 위치 (새주소 : 하신번영로),2014,2015-05-29,2015-1033,GRS80,279057.783,196232.011,1.904,동부
225,20304,공공기준점,4급,SH10,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,쌈지휴게소 맞은편 가드레일 끝지점 보도경계석 내에 위치,2014,2015-05-29,2015-1033,GRS80,279016.457,196226.001,2.138,동부
226,20305,공공기준점,4급,SH11,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,부산환경공단 다대사업소 입구 맞은편 빗물받이 옆에 위치(새주소 : 다대로),2014,2015-05-29,2015-1033,GRS80,272730.043,196281.162,4.334,동부
227,20306,공공기준점,4급,SH12,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,노을정 휴게소 입구 가로등선상 보도경계석 앞에 위치,2014,2015-05-29,2015-1033,GRS80,272637.319,196359.731,4.42,동부
228,20307,공공기준점,4급,SH13,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,다송중학교 버스정류장 앞(공원) 보도경계석 앞에 위치 (새주소 : 다송로),2014,2015-05-29,2015-1033,GRS80,274140.486,198438.744,3.661,동부
229,20308,공공기준점,4급,SH14,양호,부산,(주)부산도시가스,동판,부산광역시 사하구,코오롱 아파트 입구 가로등에서 3 옆에 위치 (새주소 : 다송로),2014,2015-05-29,2015-1033,GRS80,274236.658,198343.733,6.905,동부
230,20309,공공기준점,4급,SG01,양호,부산,(주)부산도시가스,동판,부산광역시 서구,도로중앙 화단경계석 앞 안전지대 내에 위치(새주소 : 보수대로),2014,2015-05-29,2015-1033,GRS80,279687.595,201881.568,35.752,동부
231,20310,공공기준점,4급,SG02,양호,부산,(주)부산도시가스,동판,부산광역시 서구,도로중앙 대영고가교 앞 안전지대 내에 위치(새주소 : 보수대로),2014,2015-05-29,2015-1033,GRS80,279648.09,201899.249,34.863,동부
232,20311,공공기준점,4급,SG03,양호,부산,(주)부산도시가스,동판,부산광역시 서구,아하그집 주차장 모서리 앞 도로라인 위에 위치(새주소 : 망양로),2014,2015-05-29,2015-1033,GRS80,279718.945,202296.632,86.955,동부
233,20312,공공기준점,4급,SG04,양호,부산,(주)부산도시가스,동판,부산광역시 서구,대신여중 버스정류장 입구 주차라인 끝지점 앞에 위치(새주소 : 망양로),2014,2015-05-29,2015-1033,GRS80,279641.87,202361.71,86.716,동부
234,20313,공공기준점,4급,SG05,양호,부산,(주)부산도시가스,동판,부산광역시 서구,부용사거리 횡단보도 끝지점 교통섬 경계석 앞에 위치(새주소 : 흑교로),2014,2015-05-29,2015-1033,GRS80,279027.631,201853.965,21.75,동부
235,20314,공공기준점,4급,SG06,양호,부산,(주)부산도시가스,동판,부산광역시 서구,흑교사거리 입구 도로중앙 화단경계석 앞에 위치(새주소 : 흑교로),2014,2015-05-29,2015-1033,GRS80,279027.521,202002.416,20.431,동부
236,20315,공공기준점,4급,SG07,양호,부산,(주)부산도시가스,동판,부산광역시 서구,토성초교 담모서리 앞에 위치(새주소 : 까치고개로),2014,2015-05-29,2015-1033,GRS80,278150.048,201904.15,14.061,동부
237,20316,공공기준점,4급,SG08,양호,부산,(주)부산도시가스,동판,부산광역시 서구,경남중학교 정문입구 우측 담장앞에 위치(새주소 : 까치고개로 229번길),2014,2015-05-29,2015-1033,GRS80,278221.801,201900.344,13.951,동부
238,20317,공공기준점,4급,YJ01,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,해피월드 맞은편 골목입구 코너에 위치(새주소 : 해맞이로67번길),2014,2015-05-29,2015-1033,GRS80,287094.334,206145.831,25.629,동부
239,20318,공공기준점,4급,YJ02,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,철길입구 횡단보도 끝선상 코너에 위치(새주소 : 해맞이로69),2014,2015-05-29,2015-1033,GRS80,287118.029,206239.286,23.302,동부
240,20319,공공기준점,4급,YJ03,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연제그린타워 아파트 입구 코너에 위치(새주소 : 거제시장로 87번길),2014,2015-05-29,2015-1033,GRS80,287365.76,206525.372,12.06,동부
241,20320,공공기준점,4급,YJ04,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,편의점 앞 사거리 중앙 오수맨홀 옆에 위치(새주소 : 거제시장로22번길),2014,2015-05-29,2015-1033,GRS80,287354.622,206551.194,10.778,동부
242,20321,공공기준점,4급,YJ05,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연제제일교회 입구 전주 옆에 위치,2014,2015-05-29,2015-1033,GRS80,286865.316,207810.064,27.933,동부
243,20322,공공기준점,4급,YJ06,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,대리로 공동주차장 입구 휀스 앞에 위치(새주소 : 대리로 6번길),2014,2015-05-29,2015-1033,GRS80,286961.121,207781.217,24.625,동부
244,20323,공공기준점,4급,YJ07,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,도로삼거리 의류수거함 옆에 위치(새주소 : 쌍미천로 7번길),2014,2015-05-29,2015-1033,GRS80,286491.172,208216.388,39.909,동부
245,20324,공공기준점,4급,YJ08,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,지산건업㈜ 입구에 위치(새주소 : 쌍미천로7번길),2014,2015-05-29,2015-1033,GRS80,286487.212,208249.578,37.79,동부
246,20325,공공기준점,4급,YJ09,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연천초교 정문 맞은편 제수변 옆에 위치(새주소 : 과정로 265번길),2014,2015-05-29,2015-1033,GRS80,287801.065,209080.871,11.104,동부
247,20326,공공기준점,4급,YJ10,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,골목입구 도로라인 위에 위치(새주소 : 고분로 143번길 31),2014,2015-05-29,2015-1033,GRS80,287792.197,209054.949,14.619,동부
248,20327,공공기준점,4급,YJ11,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,일동미라주리버 아파트 104동 입구 하천변 자전거  전용도로 가로등 표지판 선상 경계석 위에 위치,2014,2015-05-29,2015-1033,GRS80,288765.654,207658.53,2.216,동부
249,20328,공공기준점,4급,YJ12,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,대호아파트 입구 하천변 계단 앞 자전거 전용도로  경계석 위에 위치(새주소 : 거제천로255번길),2014,2015-05-29,2015-1033,GRS80,288703.812,207747.789,2.205,동부
250,20329,공공기준점,4급,YJ13,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연산로터리 교통섬 경계석 코너 안전지대 내에 위치  (새주소 : 중앙대로),2014,2015-05-29,2015-1033,GRS80,287709.369,207434.988,7.938,동부
251,20330,공공기준점,4급,YJ14,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연산로터리 화단경계석 코너 앞에 위치(새주소 : 고분로),2014,2015-05-29,2015-1033,GRS80,287692.41,207458.351,7.848,동부
252,20331,공공기준점,4급,YJ15,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,공사중건물 입구 통신맨홀 옆에 위치(새주소 : 묘봉산로25),2014,2015-05-29,2015-1033,GRS80,287442.271,208174.28,30.366,동부
253,20332,공공기준점,4급,YJ16,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,도로삼거리 코너 의류함 옆에 위치(새주소 : 묘봉산로11번길),2014,2015-05-29,2015-1033,GRS80,287440.474,208150.569,29.596,동부
254,20333,공공기준점,4급,YJ17,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연산 경동메르빌 앞 도로갓길 코너에 위치(새주소 : 연수로),2014,2015-05-29,2015-1033,GRS80,286512.404,207563.82,43.895,동부
255,20334,공공기준점,4급,YJ18,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연산주차장 입구 맞은편 횡단보도 끝에 위치(새주소 : 중앙천로),2014,2015-05-29,2015-1033,GRS80,286519.862,207686.025,44.015,동부
256,20335,공공기준점,4급,YD01,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,홈플러스 입구 보도경계석 코너지점 맨홀 옆에 위치,2014,2015-05-29,2015-1033,GRS80,277749.156,204091.751,2.208,동부
257,20336,공공기준점,4급,YD02,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,페로스타워 입구 삼거리 코너 가로등 옆 도로라인 위에 위치(새주소 : 대교로14번길),2014,2015-05-29,2015-1033,GRS80,277652.077,204061.262,4.992,동부
258,20337,공공기준점,4급,YD03,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,풍산마린기업 입구 오수맨홀 앞에 위치(새주소 : 남항남로38),2014,2015-05-29,2015-1033,GRS80,276456.549,203465.463,3.023,동부
259,20338,공공기준점,4급,YD04,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,대동메탈공업㈜ 입구 오수맨홀 앞에 위치(새주소 : 남항남로40),2014,2015-05-29,2015-1033,GRS80,276444.166,203493.753,2.968,동부
260,20339,공공기준점,4급,YD05,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,일반주차장 입구 맨홀 앞에 위치(새주소 : 중리북로),2014,2015-05-29,2015-1033,GRS80,275041.926,206248.175,24.826,동부
261,20340,공공기준점,4급,YD06,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,해동중학교 입구 사거리 코너 담모서리 앞에 위치(새주소 : 중리로),2014,2015-05-29,2015-1033,GRS80,275032.508,206340.213,24.331,동부
262,20341,공공기준점,4급,YD07,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,절영하우스 입구 보도경계석 코너 시점에 위치(새주소 : 태종로),2014,2015-05-29,2015-1033,GRS80,274860.835,207263.731,9.5,동부
263,20342,공공기준점,4급,YD08,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,도로갓길 끝 지점 빗물받이 옆에 위치(새주소 : 태종로),2014,2015-05-29,2015-1033,GRS80,274825.439,207301.641,8.436,동부
264,20343,공공기준점,4급,YD09,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,태종대온천 버스정류장 앞 맨홀 옆에 위치(새주소 : 태종로),2014,2015-05-29,2015-1033,GRS80,274214.076,207375.404,18.744,동부
265,20344,공공기준점,4급,YD10,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,행운수퍼마켓 입구 횡단보도 끝 지점 보도경계석 앞에 위치  (새주소 : 태종로),2014,2015-05-29,2015-1033,GRS80,274193.585,207391.687,19.227,동부
266,20345,공공기준점,4급,JG01,양호,부산,(주)부산도시가스,동판,부산광역시 중구,보수초교 입구 보도경계석 코너에 위치(새주소 : 흑교로 74),2014,2015-05-29,2015-1033,GRS80,278840.97,202173.19,17.28,동부
