공간정보일련번호,지형지물부호,등록구,관리기관,행정동,허가번호,설치위치,방향,차도폭,길어깨(보도)의폭,높이,색상,도로구간번호,가로표지판규격,세로표지판규격,물건종류,허가구분
"1,843",사설안내표지판,동래구,동래구,수민동,동래구200920,수안동 2641,동래로터리,0,,,기타,"만덕로, 충렬로,해운로",1200,550,기타,허가
"1,844",사설안내표지판,동구,,범일5동,동구200934,충장로 남해지방해양경찰청 앞,,41,5,,갈색바탕 흰색글자,"충장로, 전포로,거제로",1200,550,,허가
"1,845",사설안내표지판,사하구,사하구,신평2동,,,,7,0,0,,내부순환도로,,,,
"1,846",사설안내표지판,강서구,강서구,명지동,,,,33,0,0,,외부순환도로,,,,
"1,847",사설안내표지판,강서구,강서구,명지동,,,,58,0,0,,,,,,
"1,848",사설안내표지판,부산진구,,가야1동,부산진구1029,가야동 부산진우체국 앞,부산진우체국에서 동노회 방면,9,,4,흰(미)색바탕 갈색(계열)글자,가야우4로,1200,550,관광시설,허가
"1,849",사설안내표지판,부산진구,,개금3동,부산진구1030,개금3동 주민센터앞,백양로 개금3동 주민센터앞에서 개화초등 방면,8,,4,흰(미)색바탕 남색글자,,1200,550,기타,허가
"1,850",사설안내표지판,부산진구,,가야1동,부산진구628,가야2동 2566번지,,37,7,,기타,가야로,1200,800,종교시설,허가
"1,851",사설안내표지판,부산진구,,부전1동,부산진구1031,부전사거리 우주약국앞,중앙로에서 부산진 경찰서 방면,0,,4,흰(미)색바탕 갈색(계열)글자,진경1로,1200,550,관광시설,허가
"1,852",사설안내표지판,금정구,금정구,명륜동,,,,0,0,0,,,,,,
"1,853",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,,,,,
"1,854",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,,,,,
"1,855",사설안내표지판,부산진구,,전포3동,미분류,,,,,,,,,,,미분류
"1,856",사설안내표지판,부산진구,,부전2동,부산진구1214,더샵센트럴스티아파트 B동 앞,동천로에서 센트럴스퀘어점 방향,22,,4,,,1200,550,기타,허가
"1,857",사설안내표지판,부산진구,,부전2동,미분류,,,,,,,,,,,미분류
"1,858",사설안내표지판,부산진구,,부전2동,부산진구1215,더샵센트럴스아파트 C동 앞,동천로에서 더샵아파트방향,22,,,,,1200,550,기타,허가
"1,859",사설안내표지판,부산진구,,부전2동,부산진구1216,더샵아파트D동 앞,동천로에서 센트럴스퀘어점 방향,22,,4,,,1200,550,기타,허가
"1,860",사설안내표지판,연제구,,거제2동,연제구200712106,거제2동 1330,,33,4,5,흰(미)색바탕 녹색(계열)글자,"낙동북로,제2백양로,월드컵길",1800,820,의료시설,허가
"1,861",사설안내표지판,연제구,,거제2동,연제구200712103,거제2동 8721,,16,4,5,흰(미)색바탕 녹색(계열)글자,,1200,550,기타,허가
"1,862",사설안내표지판,연제구,,거제1동,연제구200712131,거제1동 147014,,25,5,5,갈색바탕 흰색글자,"구덕로, 중앙로,금정로",1200,550,관광시설,허가
"1,863",사설안내표지판,연제구,,연산6동,연제구2008115,연산6동 177710,,10,2,5,흰(미)색바탕 남색글자,,1200,550,교육기관(학교 등),허가
"1,864",사설안내표지판,금정구,금정구 도시국 건설과,부곡2동,금정구0945,부산광역시 금정구 부곡동 24326번지 부근도로,,28,3,,흰(미)색바탕 남색글자,"구덕로, 중앙로,금정로",1200,550,기타,허가
"1,865",사설안내표지판,연제구,,연산3동,연제구200712113,연산3동 183627,,24,,5,흰(미)색바탕 청색글자,"신암로, 동평로, 연산로",1100,550,공동주택,허가
"1,866",사설안내표지판,연제구,,연산4동,연제구20071011,연산4동 64938,,8,2,,흰(미)색바탕 갈색(계열)글자,,1200,550,종교시설,허가
"1,867",사설안내표지판,연제구,,연산4동,연제구20071012,연산4동 5878,,35,,5,기타,"구덕로, 중앙로,금정로",1200,550,기타,허가
"1,868",사설안내표지판,연제구,,연산2동,연제구20071153,연산2동 82249,,18,3,5,흰(미)색바탕 남색글자,"신암로, 동평로, 연산로",1200,550,기타,허가
"1,869",사설안내표지판,연제구,,연산8동,연제구200712145,연산8동 102018,,21,5,5,흰(미)색바탕 남색글자,"과정로, 좌수영로",1200,550,교육기관(학교 등),허가
"1,870",사설안내표지판,연제구,,거제2동,연제구200712105,거제2동 8721,,21,2,5,흰(미)색바탕 검정(계열)글자,거성로,1200,550,기타,허가
"1,871",사설안내표지판,연제구,,연산2동,연제구20071154,연산2동 82249,,18,3,5,흰(미)색바탕 청색글자,"신암로, 동평로, 연산로",1200,550,교육기관(학교 등),허가
"1,872",사설안내표지판,연제구,,연산9동,연제구200712109,연산9동 14번지,,11,2,5,흰(미)색바탕 진황색(계열)글자,톳고개7로,1200,550,공동주택,허가
"1,873",사설안내표지판,연제구,,거제1동,연제구200712147,거제동 75,,38,6,5,흰(미)색바탕 남색글자,"구덕로, 중앙로,금정로",1200,550,교육기관(학교 등),허가
"1,874",사설안내표지판,연제구,,연산2동,연제구200712108,연산2동 8581,,18,3,5,흰(미)색바탕 청색글자,"신암로, 동평로, 연산로",1200,550,기타,허가
"1,875",사설안내표지판,연제구,,거제3동,연제구2008120,거제동 57535,,41,5,5,흰(미)색바탕 갈색(계열)글자,"충장로, 전포로,거제로",1200,550,종교시설,허가
"1,876",사설안내표지판,연제구,,연산9동,연제구200712146,연산9동 22202,,17,3,5,기타,과정로,1200,900,기타,허가
"1,877",사설안내표지판,연제구,,거제2동,연제구200712101,거제2동 8721,,11,,5,흰(미)색바탕 청색글자,금용로,1200,550,교육기관(학교 등),허가
"1,878",사설안내표지판,연제구,,연산1동,연제구200821,연산1동 3099,,21,5,5,흰(미)색바탕 갈색(계열)글자,"과정로, 좌수영로",1200,550,종교시설,허가
"1,879",사설안내표지판,연제구,,거제2동,연제구20071014,거제2동 산1006,,30,5,5,기타,"낙동북로,제2백양로,월드컵길",1300,650,국가기관및기초자치단체(구군청),허가
"1,880",사설안내표지판,연제구,,연산8동,연제구20071015,연산8동 10301,,15,2,5,흰(미)색바탕 남색글자,"고분로,연잎로",1100,650,교육기관(학교 등),허가
"1,881",사설안내표지판,금정구,금정구 도시국 건설과,부곡4동,금정구0928,부산광역시 금정구 부곡동 3846번지 선도로,,,,,흰(미)색바탕 청색글자,서동고갯길,1200,550,교육기관(학교 등),허가
"1,882",사설안내표지판,연제구,,연산9동,연제구200884,연산9동 24318,,18,3,,흰(미)색바탕 진황색(계열)글자,"고분로,연잎로",1200,550,공동주택,허가
"1,883",사설안내표지판,강서구,,대저2동,,,,24,6,0,,,,,,
"1,884",사설안내표지판,금정구,금정구,서1동,,,,0,0,0,,서북로,,,,
"1,885",사설안내표지판,금정구,금정구,금사동,,,,0,0,0,,,,,,
"1,886",사설안내표지판,동구,동구,좌천동,,,,0,0,0,,좌범길,,,,
"1,887",사설안내표지판,동구,동구,범일5동,,,,0,0,0,,,,,,
"1,888",사설안내표지판,강서구,강서구,대저1동,,,,0,0,0,,,,,,
"1,889",사설안내표지판,동래구,동래구,안락2동,,,,0,0,0,,안락길,,,,
"1,890",사설안내표지판,동래구,동래구,안락2동,,,,0,0,0,,안락길,,,,
"1,891",사설안내표지판,동래구,동래구,안락2동,,,,0,0,0,,호현7길,,,,
"1,892",사설안내표지판,부산진구,,전포1동,부산진구1154,밀레오레앞,동천로에서 우체국방향,15,,4,,"충장로, 전포로,거제로",1200,550,기타,허가
"1,893",사설안내표지판,부산진구,,범천1동,부산진구1156,지오플레스건너편,상공회의소에서 지오플레스방향,,,4,,"구덕로, 중앙로,금정로",1200,550,기타,허가
"1,896",사설안내표지판,동구,동구,범일2동,동구200948,부산광역시 동구 범일동83031시민회관앞,,14,3,,흰(미)색바탕 청색글자,시민회관길,1200,550,흰(미)색바탕 청색글자,허가
"1,897",사설안내표지판,동구,동구,범일2동,동구200947,부산광역시 동구 범일동9321LG텔레콤앞(중앙로변),,25,4,,흰(미)색바탕 청색글자,범일로,1200,550,흰(미)색바탕 청색글자,허가
"1,898",사설안내표지판,북구,북구,구포2동,,,,7,0,0,,,,,,
"1,899",사설안내표지판,강서구,강서구,강동동,,,,7,0,0,,,,,,
"1,900",사설안내표지판,동래구,동래구,안락2동,,,,25,7,0,,,,,,
"1,901",사설안내표지판,동래구,동래구,안락2동,,,,22,4,0,,,,,,
"1,902",사설안내표지판,동래구,동래구,안락2동,,,,26,11,0,,,,,,
"1,903",사설안내표지판,사하구,사하구,감천1동,,,,7,0,0,,,,,,
"1,904",사설안내표지판,강서구,강서구,강동동,,,,9,0,0,,,,,,
"1,905",사설안내표지판,사상구,사상구,학장동,,,,0,0,0,,,,,,
"1,906",사설안내표지판,기장군,,,,,,,,,,,,,,
"1,907",사설안내표지판,사하구,사하구,하단2동,,,,0,0,0,,하신번영로,,,,
"1,908",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,,,,,
"1,909",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,,,,,
"1,910",사설안내표지판,부산진구,,,,,,,,,,,,,,
"1,911",사설안내표지판,연제구,,,,,,,,,,,,,,
"1,912",사설안내표지판,강서구,,,,,,,,,,,,,,
"1,913",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,,,,,
"1,914",사설안내표지판,금정구,금정구,부곡4동,,,,6,0,0,,,,,,
"1,915",사설안내표지판,금정구,금정구,명장2동,,,,0,0,0,,신설로,,,,
"1,916",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,,,,,
"1,917",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,,,,,
"1,918",사설안내표지판,부산진구,,부암1동,부산진구1128,부암1동 13362,대상크리스탈에서 롯데마트방향,40,3,4,기타,"신암로, 동평로, 연산로",1200,550,기타,허가
"1,919",사설안내표지판,부산진구,,당감2동,무허가,,,,,,,"신암로, 동평로, 연산로",,,,무허가
"1,920",사설안내표지판,기장군,,,,,,,,,,,,,,
"1,921",사설안내표지판,기장군,,,,,,,,,,,,,,
"1,922",사설안내표지판,기장군,,,,,,,,,,,,,,
"1,923",사설안내표지판,부산진구,,,,,,,,,,,,,,
"1,924",사설안내표지판,중구,,보수동,중구 200718,보수동3가 92 앞 도로,,20,4,,기타,"보수로, 구청로",900,900,기타,허가
"1,925",사설안내표지판,중구,,대청동,중구 2009201120,"대청동2가 242(근대역사관앞,가로등에 설치)",,16,4,,흰(미)색바탕 갈색(계열)글자,대청로,1200,550,흰(미)색바탕 검정(계열)글자,허가
"1,926",사설안내표지판,해운대구,해운대구,철마면,,,,29,0,0,,반송로,,,,
"1,927",사설안내표지판,부산진구,,부암1동,부산진구1127,부암1동 1831번지,동서고가육교밑에서롯데마트방향,40,3,4,기타,"신암로, 동평로, 연산로",1200,550,기타,허가
"1,928",사설안내표지판,부산진구,,가야1동,부산진구1145,가야1동 5036번지,현대아파트입구에서 벽산블루밍방향,35,6,4,,가야로,1200,550,공동주택,허가
"1,929",사설안내표지판,중구,,영주1동,중구 20112,영주동 5543번지 앞 도로,,14,3,5,기타,,1200,550,종교시설,허가
"1,930",사설안내표지판,부산진구,,연지동,부산진구0871,국립부산국악원 정문 건너,동평로에서 하마정R 방면,31,5,4,흰(미)색바탕 검정(계열)글자,,1200,850,기타,허가
"1,999",사설안내표지판,부산진구,,부전2동,부산진구09105,부전2동 수림주차장옆,롯데호텔측면 도로에서 부전초교 방면 ,13,3,4,흰(미)색바탕 남색글자,부전열린1로,1500,850,기타,허가
"2,000",사설안내표지판,중구,,중앙동,,,,41,6,,,"충장로, 전포로,거제로",,,,허가
"2,001",사설안내표지판,부산진구,,당감1동,부산진구651,부산시 진구 당감3동 809번지,,26,7,,,제3도시고속도로(관문대로),900,900,국가기관및기초자치단체(구군청),허가
"2,002",사설안내표지판,부산진구,,양정1동,부산진구1034,양정1동 모던하우스 앞,하마정사거리에서 거양교회 방면,30,5,4,흰(미)색바탕 갈색(계열)글자,"신암로, 동평로, 연산로",1200,550,관광시설,허가
"2,003",사설안내표지판,부산진구,,당감1동,부산진구1035,국제백양아파트 3동 옆,국제백양아파트 정문앞,26,7,4,흰(미)색바탕 남색글자,제3도시고속도로(관문대로),1200,550,기타,허가
"2,004",사설안내표지판,부산진구,,개금3동,부산진구0724,부산시 부산진구 개금3동 537번지,,32,4,,흰(미)색바탕 청색글자,백양로,1500,1500,교육기관(학교 등),허가
"2,005",사설안내표지판,중구,,보수동,중구 201816,보수동3가 461,,20,4,0,기타,"보수로, 구청로",900,900,국가기관및기초자치단체(구군청),
"2,006",사설안내표지판,동래구,동래구,명장2동,동래구201235,명장동 2952,동래문화회관,19,2,,흰(미)색바탕 갈색(계열)글자,문화로,1200,550,종교시설,허가
"2,007",사설안내표지판,동래구,동래구,온천2동,동래구201213,온천동 8585,미남로타리,18,1,,흰(미)색바탕 남색글자,"미남로, 우장춘로,금샘길",1200,550,교육기관(학교 등),허가
"2,008",사설안내표지판,중구,,중앙동,중구 200420105,중구 중앙동 4가 906(본부세관 맞은편),,41,6,,흰(미)색바탕 검정(계열)글자,"충장로, 전포로,거제로",1200,550,기타,허가
"2,009",사설안내표지판,동래구,동래구,온천2동,동래구201214,온천동 13974,미남로타리,14,3,,흰(미)색바탕 남색글자,,1200,550,교육기관(학교 등),허가
"2,010",사설안내표지판,동래구,동래구,온천3동,동래구201032,온천동 14441 궁전아이브 앞,동래로터리,22,4,,흰(미)색바탕 남색글자,"만덕로, 충렬로,해운로",1200,550,흰(미)색바탕 남색글자,허가
"2,011",사설안내표지판,동래구,동래구,명장1동,동래구201033,명장동 13539,명장동 ,8,,,기타,명장번영2길,1200,550,기타,허가
"2,012",사설안내표지판,동래구,동래구,사직3동,동래구201219,사직동 1511외 9개소,사직3동사무소,6,2,,기타,여고본동6길,1200,550,기타,허가
"2,013",사설안내표지판,동래구,동래구,안락1동,동래구201036,안락동 42010,안락로터리,10,3,,흰(미)색바탕 갈색(계열)글자,충렬사2길,1200,550,흰(미)색바탕 갈색(계열)글자,허가
"2,014",사설안내표지판,중구,,중앙동,중구 200820104,중앙동6가 12(국제빌딩 앞),,25,5,,흰(미)색바탕 검정(계열)글자,"태종로, 대교로",1200,550,기타,허가
"2,015",사설안내표지판,중구,,중앙동,중구 200520106,중구 중앙동 4가 775(KT중부지사 앞),,35,5,,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,기타,허가
"2,016",사설안내표지판,중구,,중앙동,중구 200520107,중구 중앙동 4가 751,,8,2,,흰(미)색바탕 검정(계열)글자,웅비2길,1200,550,기타,허가
"2,017",사설안내표지판,중구,,남포동,중구 2008201014,중구 남포동5가 66번지,,27,4,,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,기타,허가
"2,018",사설안내표지판,중구,,중앙동,중구 200820109,서라벌호텔 입구,,30,5,,갈색바탕 흰색글자,"구덕로, 중앙로,금정로",1200,550,관광시설,허가
"2,019",사설안내표지판,중구,,중앙동,중구 2008201010,보수동사거리 아카데미사진실 앞,,30,5,,갈색바탕 흰색글자,"구덕로, 중앙로,금정로",1200,550,관광시설,허가
"2,020",사설안내표지판,중구,,보수동,중구 2008201011,검정다리길 533 가로등,,17,2,,갈색바탕 흰색글자,검정다리길,1200,550,관광시설,허가
"2,021",사설안내표지판,부산진구,,전포1동,부산진구0861,전포로 쌍용자동차 앞,문전교차로에서 삼전교차로 방면,15,,4,흰(미)색바탕 갈색(계열)글자,"충장로, 전포로,거제로",1200,550,종교시설,허가
"2,043",사설안내표지판,동래구,동래구,수민동,동래구201239,낙민동1728번지(블랙야크 앞),충렬로(안락교차로 방향),21,7,,기타,"만덕로, 충렬로,해운로",1100,550,공동주택,허가
"2,044",사설안내표지판,서구,서구,아미동,,,,8,0,0,,,,,,
"2,045",사설안내표지판,서구,서구,초장동,,,,9,0,0,,,,,,
"2,046",사설안내표지판,서구,서구,초장동,,,,8,0,0,,,,,,
"2,047",사설안내표지판,강서구,강서구,천가동,,,,8,0,0,,,,,,
"2,050",사설안내표지판,사하구,사하구,괴정2동,,,,14,0,0,,,,,,
"2,051",사설안내표지판,사하구,사하구,괴정2동,,,,7,0,0,,,,,,
"2,052",사설안내표지판,사하구,사하구,괴정2동,,,,7,0,0,,,,,,
"2,053",사설안내표지판,기장군,기장군,철마면,,,,8,0,0,,안평길,,,,
"2,054",사설안내표지판,기장군,기장군,철마면,,,,8,0,0,,안평길,,,,
"2,055",사설안내표지판,기장군,기장군,철마면,,,,8,0,0,,안평길,,,,
"2,056",사설안내표지판,기장군,기장군,철마면,,,,8,0,0,,안평길,,,,
"2,057",사설안내표지판,기장군,기장군,기장읍,,,,3,0,0,,두화길,,,,
"2,058",사설안내표지판,금정구,금정구,선두구동,,,,7,0,0,,볕들1길,,,,
"2,059",사설안내표지판,서구,서구,암남동,,,,21,0,0,,송도해변길,,,,
"2,060",사설안내표지판,서구,서구,암남동,,,,21,0,0,,송도해변길,,,,
"2,061",사설안내표지판,서구,서구,암남동,,,,13,0,0,,송도해변길,,,,
"2,062",사설안내표지판,서구,서구,암남동,,,,16,0,0,,송도해변길,,,,
"2,063",사설안내표지판,서구,서구,암남동,,,,13,0,0,,송도해변길,,,,
"2,064",사설안내표지판,서구,서구,암남동,,,,14,0,0,,송도해변길,,,,
"2,065",사설안내표지판,서구,서구,암남동,,,,14,0,0,,송도해변길,,,,
"2,066",사설안내표지판,서구,서구,암남동,,,,14,0,0,,송도해변길,,,,
"2,067",사설안내표지판,서구,서구,암남동,,,,13,0,0,,송도해변길,,,,
"2,068",사설안내표지판,서구,서구,암남동,,,,21,0,0,,송도해변길,,,,
"2,069",사설안내표지판,사하구,사하구,괴정2동,,,,7,0,0,,정원산책길,,,,
"2,070",사설안내표지판,사하구,사하구,감천2동,,,,6,0,0,,,,,,
"2,071",사설안내표지판,기장군,기장군,기장읍,,,,0,0,0,,내리길,,,,
"2,072",사설안내표지판,기장군,기장군,기장읍,,,,11,0,0,,내리길,,,,
"2,073",사설안내표지판,기장군,기장군,기장읍,,,,7,0,0,,내리길,,,,
"2,074",사설안내표지판,기장군,기장군,기장읍,,,,7,0,0,,내리길,,,,
"2,075",사설안내표지판,기장군,기장군,정관읍,,,,10,0,0,,,,,,
"2,076",사설안내표지판,기장군,기장군,기장읍,,,,0,0,0,,,,,,
"2,077",사설안내표지판,기장군,기장군,기장읍,,,,0,0,0,,,,,,
"2,078",사설안내표지판,기장군,기장군,기장읍,,,,0,0,0,,,,,,
"2,079",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,,,,,
"2,080",사설안내표지판,남구,남구,용호1동,,,,8,3,0,,,,,,
"2,081",사설안내표지판,금정구,금정구,선두구동,,,,10,0,0,,체육공원로,,,,
"2,082",사설안내표지판,서구,서구,암남동,,,,0,0,0,,동아대1길,,,,
"2,083",사설안내표지판,서구,서구,암남동,,,,0,0,0,,동아대1길,,,,
"2,084",사설안내표지판,서구,서구,암남동,,,,8,3,0,,동아대1길,,,,
"2,085",사설안내표지판,서구,서구,암남동,,,,8,5,0,,동아대1길,,,,
"2,086",사설안내표지판,서구,서구,서대신4동,,,,15,2,0,,,,,,
"2,087",사설안내표지판,서구,서구,서대신4동,,,,15,2,0,,,,,,
"2,088",사설안내표지판,서구,서구,서대신4동,,,,15,4,0,,,,,,
"2,089",사설안내표지판,서구,서구,서대신4동,,,,15,3,0,,,,,,
"2,090",사설안내표지판,서구,서구,서대신4동,,,,15,3,0,,,,,,
"2,091",사설안내표지판,서구,서구,서대신4동,,,,19,4,0,,,,,,
"2,092",사설안내표지판,서구,서구,암남동,,,,15,3,0,,,,,,
"2,093",사설안내표지판,서구,서구,암남동,,,,15,3,0,,,,,,
"2,094",사설안내표지판,서구,서구,암남동,,,,14,3,0,,,,,,
"2,095",사설안내표지판,서구,서구,암남동,,,,14,3,0,,,,,,
"2,096",사설안내표지판,서구,서구,암남동,,,,18,5,0,,,,,,
"2,097",사설안내표지판,서구,서구,암남동,,,,12,3,0,,,,,,
"2,098",사설안내표지판,서구,서구,암남동,,,,12,3,0,,,,,,
"2,099",사설안내표지판,서구,서구,암남동,,,,15,4,0,,,,,,
"2,100",사설안내표지판,서구,서구,암남동,,,,15,4,0,,,,,,
"2,101",사설안내표지판,서구,서구,암남동,,,,15,5,0,,,,,,
"2,102",사설안내표지판,서구,서구,암남동,,,,0,0,0,,,,,,
"2,103",사설안내표지판,서구,서구,암남동,,,,11,3,0,,,,,,
"2,104",사설안내표지판,서구,서구,암남동,,,,15,5,0,,,,,,
"2,105",사설안내표지판,남구,남구,용호1동,,,,20,4,0,,섶자리1길,,,,
"2,106",사설안내표지판,남구,남구,용호1동,,,,20,4,0,,섶자리1길,,,,
"2,107",사설안내표지판,남구,남구,용호1동,,,,22,4,0,,섶자리1길,,,,
"2,108",사설안내표지판,남구,남구,용호1동,,,,22,4,0,,섶자리1길,,,,
"2,109",사설안내표지판,남구,남구,용호1동,,,,22,4,0,,섶자리1길,,,,
"2,110",사설안내표지판,남구,남구,용호1동,,,,22,4,0,,섶자리1길,,,,
"2,111",사설안내표지판,남구,남구,용호1동,,,,0,4,0,,섶자리1길,,,,
"2,112",사설안내표지판,남구,남구,우암동,,,,5,2,0,,우암로,,,,
"2,113",사설안내표지판,영도구,영도구,남항동,,,,14,3,0,,풍발길,,,,
"2,114",사설안내표지판,영도구,영도구,남항동,,,,14,3,0,,풍발길,,,,
"2,115",사설안내표지판,영도구,영도구,남항동,,,,17,3,0,,풍발길,,,,
"2,116",사설안내표지판,동구,동구,범일1동,,,,0,0,0,,"구덕로, 중앙로,금정로",,,,
"2,117",사설안내표지판,영도구,영도구,남항동,,,,14,4,0,,풍발길,,,,
"2,118",사설안내표지판,영도구,영도구,남항동,,,,14,4,0,,풍발길,,,,
"2,119",사설안내표지판,해운대구,해운대구,우1동,,,,17,3,0,,수영만1길,,,,
"2,120",사설안내표지판,해운대구,해운대구,우1동,,,,0,0,0,,수영만1길,,,,
"2,121",사설안내표지판,해운대구,해운대구,우1동,,,,13,6,0,,수영만1길,,,,
"2,122",사설안내표지판,기장군,기장군,장안읍,,,,0,0,0,,,,,,
"2,123",사설안내표지판,기장군,기장군,장안읍,,,,0,0,0,,,,,,
"2,124",사설안내표지판,기장군,기장군,기장읍,,,,0,2,0,,기장중앙로,,,,
"2,125",사설안내표지판,수영구,수영구,남천1동,,,,0,5,0,,황령로,,,,
"2,126",사설안내표지판,수영구,수영구,남천1동,,,,0,0,0,,"수영로, 자성로",,,,
"2,127",사설안내표지판,수영구,수영구,남천1동,,,,0,0,0,,"수영로, 자성로",,,,
"2,128",사설안내표지판,수영구,수영구,망미2동,,,,10,3,0,,,,,,
"2,129",사설안내표지판,연제구,연제구,연산2동,,,,8,2,0,,,,,,
"2,131",사설안내표지판,금정구,금정구,장전2동,,,,0,5,0,,"구덕로, 중앙로,금정로",,,,
"2,132",사설안내표지판,해운대구,해운대구,반여1동,,,,0,0,0,,선수촌로,,,,
"2,133",사설안내표지판,해운대구,해운대구,반여1동,,,,0,0,0,,선수촌로,,,,
"2,134",사설안내표지판,서구,서구,,,,,27,4,0,,"충무로, 감천로",,,,
"2,135",사설안내표지판,기장군,기장군,기장읍,,,,15,3,0,,동부길,,,,
"2,136",사설안내표지판,기장군,기장군,기장읍,,,,15,2,0,,동부길,,,,
"2,137",사설안내표지판,기장군,기장군,기장읍,,,,15,2,0,,동부길,,,,
"2,138",사설안내표지판,강서구,강서구,강동동,,,,0,0,0,,,,,,
"2,139",사설안내표지판,서구,서구,암남동,,,,16,5,0,,송도해변길,,,,
"2,140",사설안내표지판,서구,서구,암남동,,,,16,5,0,,송도해변길,,,,
"2,141",사설안내표지판,서구,서구,암남동,,,,16,5,0,,송도해변길,,,,
"2,142",사설안내표지판,서구,서구,암남동,,,,15,5,0,,송도해변길,,,,
"2,143",사설안내표지판,서구,서구,암남동,,,,15,5,0,,송도해변길,,,,
"2,144",사설안내표지판,서구,서구,암남동,,,,15,5,0,,송도해변길,,,,
"2,145",사설안내표지판,서구,서구,암남동,,,,16,5,0,,송도해변길,,,,
"2,146",사설안내표지판,서구,서구,암남동,,,,16,5,0,,송도해변길,,,,
"2,147",사설안내표지판,서구,서구,암남동,,,,17,5,0,,송도해변길,,,,
"2,148",사설안내표지판,서구,서구,암남동,,,,17,5,0,,송도해변길,,,,
"2,149",사설안내표지판,서구,서구,암남동,,,,19,5,0,,송도해변길,,,,
"2,150",사설안내표지판,서구,서구,암남동,,,,20,5,0,,송도해변길,,,,
"2,151",사설안내표지판,서구,서구,암남동,,,,22,8,0,,송도해변길,,,,
"2,152",사설안내표지판,서구,서구,암남동,,,,17,3,0,,경남고1길,,,,
"2,153",사설안내표지판,서구,서구,암남동,,,,17,3,0,,경남고1길,,,,
"2,154",사설안내표지판,서구,서구,암남동,,,,14,2,0,,경남고1길,,,,
"2,155",사설안내표지판,서구,서구,암남동,,,,14,2,0,,경남고1길,,,,
"2,156",사설안내표지판,서구,서구,암남동,,,,22,3,0,,경남고1길,,,,
"2,157",사설안내표지판,사하구,사하구,당리동,,,,11,2,0,,제석길,,,,
"2,158",사설안내표지판,사하구,사하구,당리동,,,,8,2,0,,,,,,
"2,159",사설안내표지판,사하구,사하구,당리동,,,,10,2,0,,,,,,
"2,160",사설안내표지판,사하구,사하구,당리동,,,,12,3,0,,,,,,
"2,161",사설안내표지판,사하구,사하구,당리동,,,,12,3,0,,,,,,
"2,162",사설안내표지판,기장군,기장군,기장읍,,,,7,4,0,,내리길,,,,
"2,163",사설안내표지판,남구,남구,용호1동,,,,22,1,0,,,,,,
"2,164",사설안내표지판,남구,남구,용호1동,,,,17,3,0,,,,,,
"2,165",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,166",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,167",사설안내표지판,남구,남구,용호1동,,,,14,3,0,,,,,,
"2,168",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,169",사설안내표지판,남구,남구,용호1동,,,,14,3,0,,,,,,
"2,170",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,171",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,172",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,022",사설안내표지판,부산진구,,가야1동,부산진구0937,가야1동 가야로 맥도날드 앞,가야로에서 가야유림아파트 방면,36,6,4,흰(미)색바탕 진황색(계열)글자,가야로,1200,500,종교시설,허가
"2,023",사설안내표지판,부산진구,,양정1동,부산진구0944,성모여고앞 오거리,양정1동 진남로,10,,4,흰(미)색바탕 남색글자,양지5로,1200,550,기타,허가
"2,024",사설안내표지판,부산진구,,양정1동,부산진구0945,양정1동 성모여고 정문입구,양정1동 진남로,15,,3,흰(미)색바탕 남색글자,양지길,1500,700,기타,허가
"2,025",사설안내표지판,부산진구,,양정1동,부산진구0946,양정 송공동상 건너 육교옆,중앙로에서 성모여고 방면,25,5,3,흰(미)색바탕 남색글자,"구덕로, 중앙로,금정로",1200,550,기타,허가
"2,026",사설안내표지판,부산진구,,초읍동,부산진구0948,기업은 초읍동지점 앞,초읍동 기업은행에서 어린이대공원 방면,17,4,4,흰(미)색바탕 남색글자,성지로,1200,700,기타,허가
"2,028",사설안내표지판,동래구,동래구,안락1동,동래구201038,안락동 42632앞 도로(동호주유소 건너편),반송로(충렬사농산물시장),17,4,,흰(미)색바탕 갈색(계열)글자,반송로,1000,500,종교시설,허가
"2,029",사설안내표지판,동래구,동래구,안락2동,동래구201102,안락동2685번지(충렬로 선경sk맞은편),충렬로(원동IC방면),3,3,,흰(미)색바탕 남색글자,원동길,1100,550,교육기관(학교 등),허가
