공간정보일련번호,지형지물부호,등록구,관리기관,행정동,허가번호,설치위치,방향,차도폭,길어깨(보도)의폭,높이,색상,도로구간번호,가로표지판규격,세로표지판규격,물건종류,허가구분
566,사설안내표지판,부산진구,,초읍동,부산진구0608,초읍동 277번지(OTC O/T앞),,8,,,흰(미)색바탕 청색글자,대공원1로,600,300,종교시설,허가
567,사설안내표지판,사상구,,엄궁동,,,,,,,,대동로,,,,허가
568,사설안내표지판,금정구,,,,,,,,,,,,,,
569,사설안내표지판,영도구,,,,,,,,,,,,,,
570,사설안내표지판,영도구,,,,,,,,,,,,,,
571,사설안내표지판,서구,서구 도시국 재난안전과,동대신3동,###############################################################################################################################################################################################################################################################,동대신동3가 1317,동대신동에서 구덕터널,5,,,기타,"보수로, 구청로",,,교육기관(학교 등),허가
572,사설안내표지판,부산진구,,부전1동,부산진구6192,부전동39416,,17,4,,기타,새싹길,1500,850,기타,허가
573,사설안내표지판,서구,서구 도시국 재난안전과,서대신1동,###############################################################################################################################################################################################################################################################,서대신동2가 41118,대티터널에서 서대로타리,,,,,"대영로, 낙동로,금곡로",,,교육기관(학교 등),허가
574,사설안내표지판,서구,서구 도시국 재난안전과,동대신3동,###############################################################################################################################################################################################################################################################,동대신동3가 63208,망양로 동대신2동에서 동대신3동방향,,,,,망양로,900,600,교육기관(학교 등),허가
575,사설안내표지판,남구,남구 도시국 도시관리과,남천1동,남구200638,황령로 대연비치아파트 담장 옆,대남지하차도에서 광안대교 방향,29,3,,흰(미)색바탕 청색글자,황령로,1400,1000,국가기관및기초자치단체(구군청),허가
576,사설안내표지판,부산진구,,가야2동,부산진구689,가야2동 1677번지,,15,3,,기타,가야좌7로,1500,850,교육기관(학교 등),허가
577,사설안내표지판,부산진구,,연지동,부산진구650,연지동 1586번지,,13,3,,기타,새싹길,900,900,국가기관및기초자치단체(구군청),허가
578,사설안내표지판,부산진구,,개금1동,부산진구120,개금1동 17156번지 앞외,,9,,,흰(미)색바탕 청색글자,개금1로,1000,700,종교시설,허가
579,사설안내표지판,남구,남구 도시국 도시관리과,용호1동,남구200635,이기대어귀삼거리 근처,용호어귀삼거리에서 이기대어귀삼거리 방향,27,4,,흰(미)색바탕 청색글자,"용호로, 신선대길",1400,1000,국가기관및기초자치단체(구군청),허가
580,사설안내표지판,남구,남구 도시국 도시관리과,문현4동,남구200415,장고개길 광선대2길,장고개길에서 배정고등학교 방향,7,,,흰(미)색바탕 청색글자,광선대2길,1500,850,교육기관(학교 등),허가
581,사설안내표지판,남구,남구 도시국 도시관리과,용호3동,남구200613,용호동 우체국 앞,백운포에서 용호사거리 방향,14,3,,기타,"용호로, 신선대길",1500,700,국가기관및기초자치단체(구군청),허가
582,사설안내표지판,남구,남구 도시국 도시관리과,대연4동,남구200610,용당로 문화회관 주차장 입구,유엔교차로에서 용당동 방향,17,6,,흰(미)색바탕 청색글자,용당로,1500,850,국가기관및기초자치단체(구군청),허가
583,사설안내표지판,남구,남구 도시국 도시관리과,대연3동,박물관(영남제분),영남제분 정문 근처,남부면허시험장사거리에서 교통방송삼거리 방향,19,3,,갈색바탕 흰색글자,,1200,650,국가기관및기초자치단체(구군청),미분류
584,사설안내표지판,남구,남구 도시국 도시관리과,우암동,박물관(중앙하이츠),우암동 중앙하이츠 근처,우암삼거리에서 유엔교차로 방향,14,3,,갈색바탕 흰색글자,유엔로,1200,650,국가기관및기초자치단체(구군청),미분류
585,사설안내표지판,남구,남구 도시국 도시관리과,감만1동,남구20050252,우암로 감만1동사무소 맞은편 빠리바게트 앞 ,감만현대아파트사거리에서 8부두삼거리 방향,22,2,,흰(미)색바탕 청색글자,,1500,850,국가기관및기초자치단체(구군청),허가
586,사설안내표지판,남구,남구 도시국 도시관리과,용당동,남구200550,신선로 해기연수원길 입구,용당세관맞은편에서 동명오거리 방향,29,4,,흰(미)색바탕 청색글자,내부순환도로,1500,850,국가기관및기초자치단체(구군청),허가
587,사설안내표지판,남구,남구 도시국 도시관리과,용호1동,남구200447,용호로 분포5길 입구,이기대어귀삼거리에서 용호사거리 방향,17,3,,흰(미)색바탕 청색글자,"용호로, 신선대길",800,400,종교시설,허가
588,사설안내표지판,남구,남구 도시국 도시관리과,대연4동,남구200375,부산공업고등학교기계계열공동실습소 입구,부산공업고등학교사거리에서 우암삼거리 방향,15,3,,기타,유엔로,1500,850,교육기관(학교 등),허가
589,사설안내표지판,남구,남구 도시국 도시관리과,대연4동,남구20068,석포로 석포농협 앞,유엔교차로에서 부산외국어대학교 방향,26,,,흰(미)색바탕 청색글자,,1500,850,국가기관및기초자치단체(구군청),허가
590,사설안내표지판,남구,남구 도시국 도시관리과,용호2동,남구20070218,용호동 롯데낙천대 아파트 진입로 입구,용호동 백운포에서 이기대 방향,14,3,5,흰(미)색바탕 진황색(계열)글자,"용호로, 신선대길",1150,550,공동주택,허가
591,사설안내표지판,수영구,수영구 도시국 도시관리과,남천1동,수영구20075,남천동 3930,금련산 입구,12,,,흰(미)색바탕 갈색(계열)글자,금련산길,1200,550,종교시설,허가
592,사설안내표지판,서구,서구 도시국 재난안전과,암남동,200780,암남동 69(감천경계 모스주유소 앞),고신의료원에서 감천방향,4,,,흰(미)색바탕 청색글자,"충무로, 감천로",1800,825,기타,허가
593,사설안내표지판,서구,서구 도시국 재난안전과,서대신4동,200626,서대신동3가 755,구덕운동장에서 구덕터널방향,,,,흰(미)색바탕 청색글자,부산여중길,800,400,교육기관(학교 등),허가
594,사설안내표지판,수영구,,,,,,,,,,토성2길,,,,허가
595,사설안내표지판,남구,남구 도시국 도시관리과,대연3동,남구20037002,용호로 영남제분 정문 맞은편,조각공원에서 용호동 방향,19,3,,흰(미)색바탕 청색글자,,1200,700,국가기관및기초자치단체(구군청),허가
596,사설안내표지판,남구,남구 도시국 도시관리과,우암동,남구20040702,우암로 뉴서울아파트 담옆 열린1길 입구,부산외국어대학교삼거리에서 뉴서울아파트 방향,7,,,흰(미)색바탕 청색글자,열린1길,1500,850,교육기관(학교 등),허가
597,사설안내표지판,남구,남구 도시국 도시관리과,문현1동,남구200555,진남로 현대2차아파트 입구,전포동에서 문현동 방향,12,,,흰(미)색바탕 진황색(계열)글자,진남로,800,400,공동주택,허가
598,사설안내표지판,남구,남구 도시국 도시관리과,,남구20024001,신선로 부경대학교 담장 옆,49호광장에서 대연고가교 방향,32,2,,기타,내부순환도로,1500,850,교육기관(학교 등),허가
599,사설안내표지판,남구,남구 도시국 도시관리과,대연6동,남구200418,진남로 SK아파트 입구,문현동 안동네에서 연포삼거리 방향,12,,,흰(미)색바탕 청색글자,진남로,1200,550,교육기관(학교 등),허가
600,사설안내표지판,수영구,수영구 도시국 도시관리과,망미1동,수영구200527,수영구 망미1동 8265,연산로방향,25,,4,기타,"신암로, 동평로, 연산로",1200,800,종교시설,허가
601,사설안내표지판,서구,서구 도시국 재난안전과,동대신2동,200748,동대신동3가 389,대영교차로에서 서여고 방향,11,,,흰(미)색바탕 청색글자,대신여중길,1000,800,교육기관(학교 등),허가
602,사설안내표지판,남구,남구 도시국 도시관리과,대연5동,남구20023003,동천고길 동해식품 앞,부산예술대학에서 진남로방향 ,12,,,흰(미)색바탕 청색글자,동천고길,1500,850,교육기관(학교 등),허가
603,사설안내표지판,연제구,,거제4동,2007231,거제4동 643174,,8,2,5,기타,화지로,1200,660,공동주택,허가
604,사설안내표지판,연제구,,거제2동,2007232,거제2동 76983,,8,,5,기타,,1300,550,교육기관(학교 등),허가
605,사설안내표지판,사하구,,괴정1동,사하구200730,부산시 사하구 괴정동 5302번지선,,,,,흰(미)색바탕 청색글자,괴정로,1200,800,종교시설,허가
606,사설안내표지판,남구,남구 도시국 도시관리과,대연1동,남구200570,유엔로변 대성맨션 앞,유엔교차로에서 부산공업고등학교 후문 방향,14,3,,기타,유엔로,400,400,종교시설,허가
607,사설안내표지판,남구,남구 도시국 도시관리과,대연6동,남구20042002,수영로 구자영내과의원 앞,대연사거리에서 대연고개 방향,21,5,,흰(미)색바탕 청색글자,"수영로, 자성로",1800,1050,국가기관및기초자치단체(구군청),허가
608,사설안내표지판,사하구,,괴정3동,사하구200704,부산시 사하구 괴정동 25818번지선,,,,6,흰(미)색바탕 청색글자,"대영로, 낙동로,금곡로",1500,850,교육기관(학교 등),허가
609,사설안내표지판,남구,남구 도시국 도시관리과,,남구200243,대연고개 신정시장길 사거리 근처,대연고개에서 신연초등학교 방향,7,,,흰(미)색바탕 청색글자,신정시장길,800,400,종교시설,허가
610,사설안내표지판,남구,남구 도시국 도시관리과,대연1동,남구20057,용당로 산성교회 입구 ,대연사거리에서 유엔교차로 방향,18,4,,흰(미)색바탕 청색글자,"석포로, 용당로",1100,550,종교시설,허가
611,사설안내표지판,남구,남구 도시국 도시관리과,대연1동,남구20036901,수영로변 대연사거리 근처 국민은행 맞은편,대연고개에서 대연사거리 방향,21,5,,흰(미)색바탕 청색글자,"수영로, 자성로",2400,1500,교육기관(학교 등),허가
612,사설안내표지판,남구,남구 도시국 도시관리과,용당동,남구200551,신선로 신선대컨테이너터미널 휀스 앞,대한통운에서 신선대컨테니너터미널 방향,27,5,,흰(미)색바탕 청색글자,내부순환도로,,,국가기관및기초자치단체(구군청),허가
613,사설안내표지판,남구,남구 도시국 도시관리과,대연1동,남구200228,수영로 용소길 입구 초당약국 앞,대연사거리에서 경성대학교 앞 방향,21,5,,기타,,800,400,종교시설,허가
